#, trajectory num :0
5786, 5786, 5786
5204, 5204, 5204
5786, 5786, 5786
5204, 5204, 5204
1850, 1850, 1850
5788, 5788, 5788
2410, 2410, 2410
2410, 2410, 2410
3868, 3868, 3868
4212, 4212, 4212
213, 213, 213
4212, 4212, 4212
3266, 3266, 3266
63, 63, 63
5846, 5846, 5846
3854, 3854, 3854
5726, 5726, 5726
63, 63, 63
4242, 4242, 4242
3269, 3269, 3269
261, 261, 261
3869, 3869, 3869
#, trajectory num :1
5459, 5459, 5459
1587, 1587, 1587
3581, 3581, 3581
1733, 1733, 1733
2987, 2987, 2987
5521, 5521, 5521
1285, 1285, 1285
5682, 5682, 5682
2989, 2989, 2989
563, 563, 563
2987, 2987, 2987
787, 787, 787
5175, 5175, 5175
586, 586, 586
4548, 4548, 4548
5953, 5953, 5953
959, 959, 959
4548, 4548, 4548
4892, 4892, 4892
1123, 1123, 1123
1114, 1114, 1114
3254, 3254, 3254
#, trajectory num :2
2417, 2417, 2417
5294, 5294, 5294
1201, 1201, 1201
5212, 5212, 5212
5294, 5294, 5294
1612, 1612, 1612
2855, 2855, 2855
5300, 5300, 5300
3139, 3139, 3139
1126, 1126, 1126
1115, 1115, 1115
4410, 4410, 4410
4413, 4413, 4413
5738, 5738, 5738
4768, 4768, 4768
5300, 5300, 5300
4772, 4772, 4772
1805, 1805, 1805
1802, 1802, 1802
4779, 4779, 4779
5859, 5859, 5859
4888, 4888, 4888
#, trajectory num :3
4258, 4258, 4258
4258, 4258, 4258
4210, 4210, 4210
3239, 3239, 3239
2753, 2753, 2753
2285, 2285, 2285
4282, 4282, 4282
2290, 2290, 2290
2281, 2281, 2281
4288, 4288, 4288
2283, 2283, 2283
311, 311, 311
2281, 2281, 2281
2538, 2538, 2538
2283, 2283, 2283
2283, 2283, 2283
4278, 4278, 4278
4169, 4169, 4169
4169, 4169, 4169
3352, 3352, 3352
2512, 2512, 2512
1690, 1690, 1690
#, trajectory num :4
2242, 2242, 2242
3569, 3569, 3569
3177, 3177, 3177
4304, 4304, 4304
3643, 3643, 3643
3745, 3745, 3745
951, 951, 951
1943, 1943, 1943
3206, 3206, 3206
5897, 5897, 5897
3077, 3077, 3077
4652, 4652, 4652
3674, 3674, 3674
3757, 3757, 3757
4830, 4830, 4830
4933, 4933, 4933
4823, 4823, 4823
3682, 3682, 3682
2982, 2982, 2982
2983, 2983, 2983
3567, 3567, 3567
1871, 1871, 1871
#, trajectory num :5
5668, 5668, 5668
4140, 4140, 4140
1775, 1775, 1775
627, 627, 627
5477, 5477, 5477
5308, 5308, 5308
661, 661, 661
2885, 2885, 2885
5451, 5451, 5451
5998, 5998, 5998
4151, 4151, 4151
4150, 4150, 4150
4151, 4151, 4151
6001, 6001, 6001
6003, 6003, 6003
661, 661, 661
661, 661, 661
740, 740, 740
5387, 5387, 5387
627, 627, 627
910, 910, 910
2093, 2093, 2093
#, trajectory num :6
4149, 4149, 4149
6003, 6003, 6003
882, 882, 882
4151, 4151, 4151
4149, 4149, 4149
1759, 1759, 1759
2882, 2882, 2882
4102, 4102, 4102
5840, 5840, 5840
5840, 5840, 5840
5845, 5845, 5845
5864, 5864, 5864
3869, 3869, 3869
4180, 4180, 4180
3869, 3869, 3869
3266, 3266, 3266
5846, 5846, 5846
5846, 5846, 5846
3267, 3267, 3267
3266, 3266, 3266
2550, 2550, 2550
3317, 3317, 3317
#, trajectory num :7
2092, 2092, 2092
3314, 3314, 3314
5622, 5622, 5622
5747, 5747, 5747
2181, 2181, 2181
4964, 4964, 4964
3479, 3479, 3479
5381, 5381, 5381
5379, 5379, 5379
2352, 2352, 2352
5245, 5245, 5245
4293, 4293, 4293
4235, 4235, 4235
2688, 2688, 2688
4293, 4293, 4293
5216, 5216, 5216
4293, 4293, 4293
4177, 4177, 4177
5403, 5403, 5403
3864, 3864, 3864
3864, 3864, 3864
5848, 5848, 5848
#, trajectory num :8
5561, 5561, 5561
2678, 2678, 2678
2352, 2352, 2352
2352, 2352, 2352
2690, 2690, 2690
5244, 5244, 5244
5256, 5256, 5256
5759, 5759, 5759
2164, 2164, 2164
5759, 5759, 5759
5384, 5384, 5384
5543, 5543, 5543
5384, 5384, 5384
5759, 5759, 5759
5382, 5382, 5382
2174, 2174, 2174
5252, 5252, 5252
1911, 1911, 1911
544, 544, 544
2153, 2153, 2153
4944, 4944, 4944
117, 117, 117
#, trajectory num :9
494, 494, 494
373, 373, 373
5000, 5000, 5000
194, 194, 194
4614, 4614, 4614
194, 194, 194
5000, 5000, 5000
2610, 2610, 2610
4285, 4285, 4285
4475, 4475, 4475
4475, 4475, 4475
4614, 4614, 4614
372, 372, 372
372, 372, 372
153, 153, 153
4312, 4312, 4312
144, 144, 144
132, 132, 132
4311, 4311, 4311
89, 89, 89
4293, 4293, 4293
4293, 4293, 4293
#, trajectory num :10
2417, 2417, 2417
3246, 3246, 3246
2417, 2417, 2417
2859, 2859, 2859
2429, 2429, 2429
3255, 3255, 3255
1784, 1784, 1784
1615, 1615, 1615
1730, 1730, 1730
5438, 5438, 5438
5438, 5438, 5438
5336, 5336, 5336
1205, 1205, 1205
2417, 2417, 2417
1205, 1205, 1205
2420, 2420, 2420
5438, 5438, 5438
1205, 1205, 1205
1612, 1612, 1612
1612, 1612, 1612
5202, 5202, 5202
5790, 5790, 5790
#, trajectory num :11
3335, 3335, 3335
3247, 3247, 3247
3249, 3249, 3249
1217, 1217, 1217
5666, 5666, 5666
2410, 2410, 2410
3026, 3026, 3026
3868, 3868, 3868
2290, 2290, 2290
4258, 4258, 4258
2290, 2290, 2290
4262, 4262, 4262
321, 321, 321
4283, 4283, 4283
3312, 3312, 3312
192, 192, 192
5146, 5146, 5146
5338, 5338, 5338
185, 185, 185
6024, 6024, 6024
5867, 5867, 5867
5145, 5145, 5145
#, trajectory num :12
1650, 1650, 1650
910, 910, 910
4180, 4180, 4180
1353, 1353, 1353
3281, 3281, 3281
1850, 1850, 1850
3919, 3919, 3919
2413, 2413, 2413
5338, 5338, 5338
2412, 2412, 2412
5338, 5338, 5338
5338, 5338, 5338
2119, 2119, 2119
5435, 5435, 5435
5022, 5022, 5022
408, 408, 408
5022, 5022, 5022
2508, 2508, 2508
2511, 2511, 2511
3846, 3846, 3846
3157, 3157, 3157
2259, 2259, 2259
#, trajectory num :13
667, 667, 667
1127, 1127, 1127
5281, 5281, 5281
1527, 1527, 1527
3051, 3051, 3051
1438, 1438, 1438
4391, 4391, 4391
2949, 2949, 2949
1438, 1438, 1438
1676, 1676, 1676
3054, 3054, 3054
1864, 1864, 1864
1864, 1864, 1864
3751, 3751, 3751
5979, 5979, 5979
1222, 1222, 1222
5342, 5342, 5342
1002, 1002, 1002
3096, 3096, 3096
3096, 3096, 3096
1760, 1760, 1760
1344, 1344, 1344
#, trajectory num :14
2410, 2410, 2410
2417, 2417, 2417
2859, 2859, 2859
2417, 2417, 2417
2859, 2859, 2859
2429, 2429, 2429
1854, 1854, 1854
825, 825, 825
1089, 1089, 1089
1654, 1654, 1654
5282, 5282, 5282
5282, 5282, 5282
5638, 5638, 5638
3371, 3371, 3371
5282, 5282, 5282
3090, 3090, 3090
1775, 1775, 1775
1414, 1414, 1414
1354, 1354, 1354
1001, 1001, 1001
2924, 2924, 2924
1001, 1001, 1001
#, trajectory num :15
3280, 3280, 3280
645, 645, 645
3281, 3281, 3281
2936, 2936, 2936
2956, 2956, 2956
504, 504, 504
1290, 1290, 1290
505, 505, 505
504, 504, 504
2093, 2093, 2093
644, 644, 644
5050, 5050, 5050
5050, 5050, 5050
5050, 5050, 5050
5050, 5050, 5050
15, 15, 15
2547, 2547, 2547
259, 259, 259
4176, 4176, 4176
5864, 5864, 5864
259, 259, 259
5957, 5957, 5957
#, trajectory num :16
5853, 5853, 5853
3269, 3269, 3269
220, 220, 220
3784, 3784, 3784
4298, 4298, 4298
4172, 4172, 4172
4262, 4262, 4262
315, 315, 315
4262, 4262, 4262
4262, 4262, 4262
4195, 4195, 4195
495, 495, 495
495, 495, 495
495, 495, 495
2553, 2553, 2553
2093, 2093, 2093
504, 504, 504
2093, 2093, 2093
4420, 4420, 4420
1651, 1651, 1651
2547, 2547, 2547
13, 13, 13
#, trajectory num :17
833, 833, 833
1695, 1695, 1695
5369, 5369, 5369
1695, 1695, 1695
4057, 4057, 4057
1191, 1191, 1191
1187, 1187, 1187
569, 569, 569
3225, 3225, 3225
3225, 3225, 3225
2987, 2987, 2987
3225, 3225, 3225
5177, 5177, 5177
2262, 2262, 2262
484, 484, 484
1682, 1682, 1682
3317, 3317, 3317
979, 979, 979
1090, 1090, 1090
1089, 1089, 1089
3317, 3317, 3317
1638, 1638, 1638
#, trajectory num :18
2097, 2097, 2097
5266, 5266, 5266
2140, 2140, 2140
2421, 2421, 2421
8, 8, 8
5266, 5266, 5266
5089, 5089, 5089
5089, 5089, 5089
831, 831, 831
5089, 5089, 5089
2932, 2932, 2932
2932, 2932, 2932
5509, 5509, 5509
5509, 5509, 5509
5538, 5538, 5538
8, 8, 8
1309, 1309, 1309
1309, 1309, 1309
5921, 5921, 5921
2429, 2429, 2429
4077, 4077, 4077
2550, 2550, 2550
#, trajectory num :19
831, 831, 831
2932, 2932, 2932
833, 833, 833
2932, 2932, 2932
5538, 5538, 5538
4758, 4758, 4758
4127, 4127, 4127
3179, 3179, 3179
5252, 5252, 5252
5637, 5637, 5637
2191, 2191, 2191
4127, 4127, 4127
4128, 4128, 4128
4128, 4128, 4128
4128, 4128, 4128
4127, 4127, 4127
3410, 3410, 3410
4325, 4325, 4325
3314, 3314, 3314
5538, 5538, 5538
5507, 5507, 5507
5078, 5078, 5078
#, trajectory num :20
5859, 5859, 5859
4886, 4886, 4886
864, 864, 864
3134, 3134, 3134
864, 864, 864
839, 839, 839
2843, 2843, 2843
5909, 5909, 5909
3640, 3640, 3640
1079, 1079, 1079
2417, 2417, 2417
2417, 2417, 2417
1612, 1612, 1612
3246, 3246, 3246
3255, 3255, 3255
3134, 3134, 3134
3255, 3255, 3255
1856, 1856, 1856
3255, 3255, 3255
1854, 1854, 1854
3324, 3324, 3324
2429, 2429, 2429
#, trajectory num :21
1695, 1695, 1695
1695, 1695, 1695
4732, 4732, 4732
766, 766, 766
1583, 1583, 1583
770, 770, 770
830, 830, 830
3324, 3324, 3324
41, 41, 41
3255, 3255, 3255
3327, 3327, 3327
5856, 5856, 5856
1799, 1799, 1799
864, 864, 864
957, 957, 957
1060, 1060, 1060
727, 727, 727
728, 728, 728
4546, 4546, 4546
1060, 1060, 1060
1799, 1799, 1799
4548, 4548, 4548
#, trajectory num :22
1682, 1682, 1682
5475, 5475, 5475
5475, 5475, 5475
766, 766, 766
1695, 1695, 1695
1695, 1695, 1695
770, 770, 770
3317, 3317, 3317
1584, 1584, 1584
830, 830, 830
3324, 3324, 3324
1854, 1854, 1854
1860, 1860, 1860
1860, 1860, 1860
1778, 1778, 1778
3246, 3246, 3246
1778, 1778, 1778
3246, 3246, 3246
3246, 3246, 3246
3246, 3246, 3246
1854, 1854, 1854
1856, 1856, 1856
#, trajectory num :23
186, 186, 186
2117, 2117, 2117
2117, 2117, 2117
6024, 6024, 6024
4813, 4813, 4813
5647, 5647, 5647
5577, 5577, 5577
5577, 5577, 5577
5577, 5577, 5577
5577, 5577, 5577
5577, 5577, 5577
2511, 2511, 2511
2511, 2511, 2511
5576, 5576, 5576
5011, 5011, 5011
409, 409, 409
409, 409, 409
1696, 1696, 1696
409, 409, 409
3157, 3157, 3157
1696, 1696, 1696
5574, 5574, 5574
#, trajectory num :24
1785, 1785, 1785
1778, 1778, 1778
3134, 3134, 3134
3111, 3111, 3111
863, 863, 863
34, 34, 34
32, 32, 32
3107, 3107, 3107
1214, 1214, 1214
863, 863, 863
848, 848, 848
992, 992, 992
1065, 1065, 1065
991, 991, 991
5738, 5738, 5738
1262, 1262, 1262
803, 803, 803
1262, 1262, 1262
4548, 4548, 4548
4709, 4709, 4709
3255, 3255, 3255
3694, 3694, 3694
#, trajectory num :25
1001, 1001, 1001
667, 667, 667
994, 994, 994
5710, 5710, 5710
5710, 5710, 5710
3089, 3089, 3089
3205, 3205, 3205
2948, 2948, 2948
1151, 1151, 1151
744, 744, 744
1762, 1762, 1762
4876, 4876, 4876
2948, 2948, 2948
4688, 4688, 4688
1150, 1150, 1150
666, 666, 666
1776, 1776, 1776
1148, 1148, 1148
1146, 1146, 1146
5340, 5340, 5340
1658, 1658, 1658
5344, 5344, 5344
#, trajectory num :26
994, 994, 994
4970, 4970, 4970
3898, 3898, 3898
5282, 5282, 5282
1001, 1001, 1001
1001, 1001, 1001
5710, 5710, 5710
3150, 3150, 3150
5713, 5713, 5713
5714, 5714, 5714
1531, 1531, 1531
5715, 5715, 5715
5713, 5713, 5713
2916, 2916, 2916
1810, 1810, 1810
5677, 5677, 5677
5714, 5714, 5714
2923, 2923, 2923
1084, 1084, 1084
1001, 1001, 1001
5675, 5675, 5675
1743, 1743, 1743
#, trajectory num :27
2092, 2092, 2092
4808, 4808, 4808
4751, 4751, 4751
5562, 5562, 5562
4333, 4333, 4333
5543, 5543, 5543
4333, 4333, 4333
3342, 3342, 3342
5484, 5484, 5484
3479, 3479, 3479
3174, 3174, 3174
3414, 3414, 3414
2594, 2594, 2594
3569, 3569, 3569
3103, 3103, 3103
3684, 3684, 3684
4634, 4634, 4634
4649, 4649, 4649
4826, 4826, 4826
5354, 5354, 5354
3685, 3685, 3685
5509, 5509, 5509
#, trajectory num :28
5338, 5338, 5338
3799, 3799, 3799
5338, 5338, 5338
494, 494, 494
4470, 4470, 4470
432, 432, 432
432, 432, 432
432, 432, 432
432, 432, 432
432, 432, 432
5346, 5346, 5346
432, 432, 432
446, 446, 446
432, 432, 432
304, 304, 304
304, 304, 304
3864, 3864, 3864
3868, 3868, 3868
213, 213, 213
3869, 3869, 3869
5864, 5864, 5864
3335, 3335, 3335
#, trajectory num :29
3441, 3441, 3441
4057, 4057, 4057
3199, 3199, 3199
3442, 3442, 3442
881, 881, 881
3289, 3289, 3289
3225, 3225, 3225
5519, 5519, 5519
43, 43, 43
2980, 2980, 2980
3276, 3276, 3276
3899, 3899, 3899
1582, 1582, 1582
873, 873, 873
4883, 4883, 4883
2425, 2425, 2425
5781, 5781, 5781
1071, 1071, 1071
2140, 2140, 2140
