#, trajectory num :0
1583, 1583, 1583
4047, 4047, 4047
5319, 5319, 5319
760, 760, 760
5282, 5282, 5282
762, 762, 762
1746, 1746, 1746
5855, 5855, 5855
4391, 4391, 4391
5282, 5282, 5282
3001, 3001, 3001
3370, 3370, 3370
1161, 1161, 1161
5282, 5282, 5282
5705, 5705, 5705
1775, 1775, 1775
1774, 1774, 1774
3049, 3049, 3049
1774, 1774, 1774
2095, 2095, 2095
2095, 2095, 2095
994, 994, 994
767, 767, 767
#, trajectory num :1
5538, 5538, 5538
2253, 2253, 2253
3567, 3567, 3567
4325, 4325, 4325
3410, 3410, 3410
118, 118, 118
4127, 4127, 4127
4127, 4127, 4127
2982, 2982, 2982
2242, 2242, 2242
5755, 5755, 5755
2092, 2092, 2092
3657, 3657, 3657
3662, 3662, 3662
3628, 3628, 3628
2983, 2983, 2983
3105, 3105, 3105
5623, 5623, 5623
4942, 4942, 4942
3569, 3569, 3569
3569, 3569, 3569
5538, 5538, 5538
4860, 4860, 4860
#, trajectory num :2
2932, 2932, 2932
5506, 5506, 5506
5538, 5538, 5538
3719, 3719, 3719
3657, 3657, 3657
5357, 5357, 5357
935, 935, 935
3099, 3099, 3099
2982, 2982, 2982
3099, 3099, 3099
3657, 3657, 3657
3657, 3657, 3657
51, 51, 51
51, 51, 51
2943, 2943, 2943
5339, 5339, 5339
5278, 5278, 5278
5367, 5367, 5367
723, 723, 723
831, 831, 831
5152, 5152, 5152
1427, 1427, 1427
4134, 4134, 4134
#, trajectory num :3
5145, 5145, 5145
5587, 5587, 5587
5576, 5576, 5576
5588, 5588, 5588
3312, 3312, 3312
2507, 2507, 2507
2512, 2512, 2512
2507, 2507, 2507
2507, 2507, 2507
2106, 2106, 2106
5427, 5427, 5427
1590, 1590, 1590
1590, 1590, 1590
567, 567, 567
5418, 5418, 5418
3509, 3509, 3509
5731, 5731, 5731
5968, 5968, 5968
5827, 5827, 5827
5827, 5827, 5827
1690, 1690, 1690
1690, 1690, 1690
5828, 5828, 5828
#, trajectory num :4
4298, 4298, 4298
2619, 2619, 2619
272, 272, 272
4469, 4469, 4469
2302, 2302, 2302
4470, 4470, 4470
4319, 4319, 4319
2276, 2276, 2276
4470, 4470, 4470
494, 494, 494
422, 422, 422
422, 422, 422
2754, 2754, 2754
319, 319, 319
3853, 3853, 3853
2280, 2280, 2280
3853, 3853, 3853
3853, 3853, 3853
759, 759, 759
1582, 1582, 1582
5688, 5688, 5688
43, 43, 43
5684, 5684, 5684
#, trajectory num :5
261, 261, 261
2553, 2553, 2553
5150, 5150, 5150
2547, 2547, 2547
5849, 5849, 5849
5561, 5561, 5561
5494, 5494, 5494
5561, 5561, 5561
3314, 3314, 3314
5543, 5543, 5543
5635, 5635, 5635
1816, 1816, 1816
4753, 4753, 4753
3173, 3173, 3173
4755, 4755, 4755
5622, 5622, 5622
5756, 5756, 5756
4128, 4128, 4128
3314, 3314, 3314
11, 11, 11
3464, 3464, 3464
8, 8, 8
5560, 5560, 5560
#, trajectory num :6
1643, 1643, 1643
5089, 5089, 5089
3360, 3360, 3360
4741, 4741, 4741
1112, 1112, 1112
1644, 1644, 1644
1105, 1105, 1105
1997, 1997, 1997
1997, 1997, 1997
1349, 1349, 1349
3550, 3550, 3550
1643, 1643, 1643
1080, 1080, 1080
4736, 4736, 4736
3550, 3550, 3550
3358, 3358, 3358
5090, 5090, 5090
4762, 4762, 4762
5085, 5085, 5085
4765, 4765, 4765
5090, 5090, 5090
3275, 3275, 3275
2071, 2071, 2071
#, trajectory num :7
1187, 1187, 1187
3117, 3117, 3117
2649, 2649, 2649
2980, 2980, 2980
2960, 2960, 2960
1227, 1227, 1227
6000, 6000, 6000
6000, 6000, 6000
6000, 6000, 6000
2421, 2421, 2421
3694, 3694, 3694
3255, 3255, 3255
1854, 1854, 1854
3255, 3255, 3255
1858, 1858, 1858
2066, 2066, 2066
723, 723, 723
2254, 2254, 2254
2254, 2254, 2254
661, 661, 661
5689, 5689, 5689
1568, 1568, 1568
3573, 3573, 3573
#, trajectory num :8
4666, 4666, 4666
990, 990, 990
3135, 3135, 3135
3135, 3135, 3135
1116, 1116, 1116
5859, 5859, 5859
4892, 4892, 4892
5859, 5859, 5859
1124, 1124, 1124
4781, 4781, 4781
4779, 4779, 4779
5733, 5733, 5733
5300, 5300, 5300
4412, 4412, 4412
5300, 5300, 5300
3135, 3135, 3135
1784, 1784, 1784
3134, 3134, 3134
1778, 1778, 1778
3134, 3134, 3134
1784, 1784, 1784
1612, 1612, 1612
5200, 5200, 5200
#, trajectory num :9
4293, 4293, 4293
3864, 3864, 3864
3864, 3864, 3864
432, 432, 432
432, 432, 432
432, 432, 432
4470, 4470, 4470
4285, 4285, 4285
2290, 2290, 2290
4285, 4285, 4285
4474, 4474, 4474
4270, 4270, 4270
2536, 2536, 2536
2539, 2539, 2539
2535, 2535, 2535
2538, 2538, 2538
3826, 3826, 3826
2538, 2538, 2538
4265, 4265, 4265
3352, 3352, 3352
2469, 2469, 2469
3826, 3826, 3826
2469, 2469, 2469
#, trajectory num :10
5621, 5621, 5621
2092, 2092, 2092
2092, 2092, 2092
3634, 3634, 3634
3206, 3206, 3206
3, 3, 3
2601, 2601, 2601
1861, 1861, 1861
3907, 3907, 3907
1929, 1929, 1929
944, 944, 944
3479, 3479, 3479
1968, 1968, 1968
1920, 1920, 1920
5354, 5354, 5354
5484, 5484, 5484
5555, 5555, 5555
3360, 3360, 3360
5146, 5146, 5146
5850, 5850, 5850
3354, 3354, 3354
3354, 3354, 3354
2548, 2548, 2548
#, trajectory num :11
1854, 1854, 1854
3324, 3324, 3324
1856, 1856, 1856
1854, 1854, 1854
1855, 1855, 1855
803, 803, 803
4769, 4769, 4769
5859, 5859, 5859
4769, 4769, 4769
4671, 4671, 4671
5738, 5738, 5738
1791, 1791, 1791
4670, 4670, 4670
847, 847, 847
2841, 2841, 2841
839, 839, 839
2422, 2422, 2422
5781, 5781, 5781
1205, 1205, 1205
5438, 5438, 5438
1730, 1730, 1730
2417, 2417, 2417
2140, 2140, 2140
#, trajectory num :12
3317, 3317, 3317
4732, 4732, 4732
767, 767, 767
1583, 1583, 1583
4732, 4732, 4732
766, 766, 766
1582, 1582, 1582
1582, 1582, 1582
1227, 1227, 1227
1227, 1227, 1227
3317, 3317, 3317
1638, 1638, 1638
3449, 3449, 3449
766, 766, 766
5952, 5952, 5952
750, 750, 750
2262, 2262, 2262
3228, 3228, 3228
586, 586, 586
5520, 5520, 5520
484, 484, 484
802, 802, 802
3317, 3317, 3317
#, trajectory num :13
5861, 5861, 5861
144, 144, 144
4177, 4177, 4177
2678, 2678, 2678
4295, 4295, 4295
2677, 2677, 2677
92, 92, 92
92, 92, 92
4295, 4295, 4295
2473, 2473, 2473
2480, 2480, 2480
2474, 2474, 2474
2474, 2474, 2474
2474, 2474, 2474
5240, 5240, 5240
4483, 4483, 4483
4486, 4486, 4486
2768, 2768, 2768
1902, 1902, 1902
1902, 1902, 1902
1902, 1902, 1902
2092, 2092, 2092
3569, 3569, 3569
#, trajectory num :14
3246, 3246, 3246
3247, 3247, 3247
1785, 1785, 1785
3255, 3255, 3255
3255, 3255, 3255
1856, 1856, 1856
5619, 5619, 5619
3324, 3324, 3324
831, 831, 831
1854, 1854, 1854
1426, 1426, 1426
